"","VannKraftverkID","Navn","VannKVType","HovedEier","HovedEier_OrgNr","Fylke","FylkesNr","Kommune","KommuneNr","ForsteUtnyttelseAvFalletDato","DatoForEldsteKraftproduserendeDel","MaksYtelse","MidProd_81_10","BruttoFallhoyde_M","Slukeevne","EnEkv","ElspotomraadeNummer","RegineNr"
"590",177,"Høylandsfoss","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Vest-Agder","10","Kvinesdal","37","1948-01-01T00:00:00","1948-01-01T00:00:00",7.5,35.2738,54.5,16.79,0.123,"2","025.3A2"
"591",178,"Håen","Kraftverk","TRØNDERENERGI KRAFT AS","878631072","Trøndelag","50","Melhus","28","1966-11-10T00:00:00","1966-11-10T00:00:00",25,133.5001,212.69,14,0.495,"3","122.AB"
"592",1321,"Hågjøla","Kraftverk","HÅGJØLA MIKROKRAFTVERK DA","989425056","Sogn og Fjordane","14","Stryn","49","2007-05-28T00:00:00","2007-05-28T00:00:00",0.1,0.54,NA,NA,NA,"3","087.5Z"
"593",179,"Håkvik","Kraftverk","NORDKRAFT MAGASIN AS","928657213","Nordland","18","Narvik","05","1954-08-31T00:00:00","1954-08-31T00:00:00",12,41.367,216.6,6.4,0.521,"4","174.2Z"
"594",180,"Hålandsfoss","Kraftverk","SUNNFJORD ENERGI AS","916501420","Sogn og Fjordane","14","Fjaler","29","1955-07-01T00:00:00","1955-07-01T00:00:00",4.85,22.5794,60,10,0.135,"3","082.5A1"
"595",1770,"Håra","Kraftverk","HÅRA KRAFT AS","899065522","Hordaland","12","Odda","28","2014-04-29T00:00:00","2014-04-29T00:00:00",4.9,16.8,210.5,2.9,0.469,"2","036.E4A0"
"596",992,"Hårstadbekken","Kraftverk","","","Trøndelag","50","Åfjord","18","2001-01-01T00:00:00","2001-01-01T00:00:00",0.005,0.015,NA,NA,NA,"3","135.D21"
"597",1246,"Håvardsvatn","Kraftverk","STATKRAFT ENERGI AS","987059729","Hordaland","12","Odda","28","2006-09-13T00:00:00","2006-09-13T00:00:00",5,20.44,60,8.5,0.163,"2","049.BC2"
"598",181,"Håverstad","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Vest-Agder","10","Åseral","26","1957-01-01T00:00:00","1957-01-01T00:00:00",48,293.7408,85,75,0.178,"2","022.D80"
"599",1919,"Håvik","Kraftverk","HÅVIK LARS","869484032","Møre og Romsdal","15","Volda","19","2007-01-01T00:00:00","2007-01-01T00:00:00",0.01,0.05,NA,NA,NA,"3","094.43"
"600",1690,"Ilaget","Kraftverk","ILAGET ENERGI AS","990311390","Hordaland","12","Kvinnherad","24","2008-04-21T00:00:00","2008-04-21T00:00:00",1.7,7.88,450,0.5,0.944,"2","045.31Z"
"601",182,"Ildgrubfossen","Kraftverk","HELGELAND KRAFT VANNKRAFT AS","917424896","Nordland","18","Rana","33","1950-07-01T00:00:00","1950-07-01T00:00:00",6.5,31.713,220,3,0.493,"4","156.AB2"
"602",1488,"Imsland","Kraftverk","CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB","915640850","Rogaland","11","Vindafjord","60","2010-05-05T00:00:00","2010-05-05T00:00:00",5,18.2,105,5.73,0.242,"2","038.2Z"
"603",1129,"Indre Fossen","Kraftverk","ERLEND SAMSLÅTT","969790521","Vest-Agder","10","Sirdal","46","1999-01-01T00:00:00","1999-01-01T00:00:00",0.036,0.213,NA,NA,NA,"2","026.DAB"
"604",1638,"Indre Norddal","Kraftverk","MAGNE NORDDAL","982965616","Sogn og Fjordane","14","Fjaler","29","2008-07-09T00:00:00","2008-07-09T00:00:00",0.089,0.25,30.8,0.4,0.062,"3","082.5C"
"605",1556,"Indrebø","Kraftverk","NYDALSELVA KRAFT AS","893040412","Sogn og Fjordane","14","Jølster","31","2010-04-15T00:00:00","2010-04-15T00:00:00",0.884,3.6,26.5,4,0.061,"3","087.B1A"
"606",1460,"Indreitselva","Kraftverk","INDREITSELVA MINIKRAFTVERK AS","890786332","Møre og Romsdal","15","Halsa","71","2008-04-25T00:00:00","2008-04-25T00:00:00",0.425,1.4,151,0.33,0.357,"3","112.5"
"607",1313,"Ingstad","Kraftverk","INGSTAD KRAFT AS","989840762","Trøndelag","50","Stjørdal","35","2007-02-09T00:00:00","2007-02-09T00:00:00",0.132,0.57,100,0.2,NA,"3","124.B0"
"608",184,"Innset","Kraftverk","STATKRAFT ENERGI AS","987059729","Troms","19","Bardu","22","1960-02-01T00:00:00","1960-02-01T00:00:00",90,500.3513,185,60,0.417,"4","196.AC8"
"609",1335,"Innvik","Kraftverk","INNVIK KRAFTVERK AS","988300306","Sogn og Fjordane","14","Stryn","49","2007-04-15T00:00:00","2007-04-15T00:00:00",15.5,55,512,NA,NA,"3","087.5Z"
"610",185,"Istad","Kraftverk","ISTAD KRAFT AS","923253920","Møre og Romsdal","15","Molde","02","1919-01-01T00:00:00","1919-01-01T00:00:00",4.8,24,158,3.6,0.37,"3","105.3A0"
"611",1225,"Isvatn","Pumpe","HELGELAND KRAFT VANNKRAFT AS","917424896","Nordland","18","Rana","33","2004-01-01T00:00:00","2004-01-01T00:00:00",-0.1,0,NA,NA,NA,"4","157.1B5A"
"612",1940,"Iungsdalshytta","Kraftverk","DEN NORSKE TURISTFORENING","979469241","Buskerud","06","Hol","20","2017-09-01T00:00:00","2017-09-01T00:00:00",0.06,0.1,25,0.3,0.056,"5","012.CFBG2"
"613",186,"Iveland","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Aust-Agder","09","Iveland","35","1949-01-01T00:00:00","1949-01-01T00:00:00",87,501.2,50.5,216,0.112,"2","021.B1"
"614",1425,"Jardøla","Kraftverk","JARDØLA KRAFT AS","990960453","Sogn og Fjordane","14","Gloppen","45","2008-10-16T00:00:00","2008-10-16T00:00:00",5,16.2,322,1.9,0.731,"3","087.A1Z"
"615",835,"Joka","Kraftverk","JOKA KRAFT AS","986243992","Sogn og Fjordane","14","Vik","17","2005-05-23T00:00:00","2005-05-23T00:00:00",1.5,7.8,66,3,0.198,"5","071.2Z"
"616",1373,"Jora","Kraftverk","JORA KRAFTVERK AS","989251090","Trøndelag","50","Rennebu","22","2008-01-10T00:00:00","2008-01-10T00:00:00",1.349,5,351,NA,NA,"3","121.B32"
"617",1703,"Jorda","Kraftverk","JORDA KRAFT AS","998817374","Oppland","05","Nord-Fron","16","2012-07-07T00:00:00","2012-07-07T00:00:00",2.55,7.5,335,0.9,0.787,"1","002.DG1Z"
"618",844,"Jordal","Kraftverk","SMÅKRAFT AS","984616155","Møre og Romsdal","15","Sunndal","63","2006-04-01T00:00:00","2006-04-01T00:00:00",4.95,21.4,195,3.2,0.492,"3","109.3Z"
"619",879,"Jordal","Kraftverk","JORDALSKRAFT AS","984992807","Møre og Romsdal","15","Sunndal","63","2004-01-01T00:00:00","2004-01-01T00:00:00",0.99,4.2,NA,NA,NA,"3","109.3Z"
"620",1913,"Jordal","Kraftverk","FJÆRLAND KRAFT AS","916498721","Sogn og Fjordane","14","Sogndal","20","2018-02-02T00:00:00","2018-02-02T00:00:00",6.06,20.8,256,2.9,0.58,"5","078.4A"
"621",913,"Jordalen","Kraftverk","JORDALEN KRAFTLAG AS","985704562","Hordaland","12","Voss","35","2005-01-26T00:00:00","2005-01-26T00:00:00",0.45,1.8,NA,NA,NA,"5","071.AAZ"
"622",1865,"Jordalen 2","Kraftverk","SMÅKRAFT GREEN BOND 1 AS","921075758","Hordaland","12","Voss","35","2017-05-11T00:00:00","2017-05-11T00:00:00",7.5,19,87,10.2,0.204,"5","071.AA3"
"623",547,"Jostedal","Kraftverk","STATKRAFT ENERGI AS","987059729","Sogn og Fjordane","14","Luster","26","1989-12-01T00:00:00","1989-12-01T00:00:00",288,1005.786,1163,29,2.759,"5","076.D10"
"624",187,"Jukla","Pumpekraftverk","STATKRAFT ENERGI AS","987059729","Hordaland","12","Kvinnherad","24","1974-06-16T00:00:00","1974-06-16T00:00:00",35,67.6761,200,27.01,0.36,"5","046.4BA"
"625",1480,"Julfoss","Kraftverk","JULFOSS KRAFT AS","991683836","Trøndelag","50","Stjørdal","35","2009-11-28T00:00:00","2009-11-28T00:00:00",2.4,8,58,4.7,0.142,"3","124.A1A"
"626",188,"Julskaret","Kraftverk","SELBU ENERGIVERK AS","980498646","Trøndelag","50","Selbu","32","1968-08-31T00:00:00","1968-08-31T00:00:00",7,26.781,106.8,8,0.243,"3","123.B7CC"
"627",1034,"Juvet","Kraftverk","JUVET KRAFT AS","879757762","Telemark","08","Fyresdal","31","2002-05-24T00:00:00","2002-05-24T00:00:00",0.45,1.7,NA,NA,NA,"2","019.DCAA"
"628",782,"Juvfossen","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Stranda","25","2002-04-17T00:00:00","2002-04-17T00:00:00",7,25.056,172,4.8,0.405,"3","098.3Z"
"629",880,"Juvsbekken","Kraftverk","STEIN HARTVIK FLAATA","869161942","Buskerud","06","Nore og Uvdal","33","1998-01-01T00:00:00","1998-01-01T00:00:00",0.01,0.04,NA,NA,NA,"5","015.JC12"
"630",951,"Jølstraholmen","Kraftverk","","","Sogn og Fjordane","14","Jølster","31","2003-01-01T00:00:00","2003-01-01T00:00:00",0.144,1.11,NA,NA,NA,"3","084.D6"
"631",1653,"Jølåna","Kraftverk","JØLÅNA KRAFT AS","994276484","Sogn og Fjordane","14","Eid","43","2011-11-10T00:00:00","2011-11-10T00:00:00",1.68,4.5,294,0.67,0.697,"3","089.14"
"632",191,"Jørundland","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Aust-Agder","09","Åmli","29","1970-10-02T00:00:00","1970-10-02T00:00:00",55.2,212.1743,278.6,24,0.638,"2","019.CB40"
"633",1501,"Jøssang","Kraftverk","JØRPELAND KRAFT AS","962130453","Rogaland","11","Strand","30","2010-12-09T00:00:00","2010-12-09T00:00:00",34,92,281,13,0.726,"2","032.A"
"634",1539,"Jøssingfjord","Kraftverk","TITANIA AS","916769318","Rogaland","11","Sokndal","11","2009-01-01T00:00:00","2009-01-01T00:00:00",4.5,16,NA,NA,NA,"2","026.3B"
"635",1541,"Jåstadkraft","Kraftverk","JÅSTADKRAFT AS","991542477","Hordaland","12","Ullensvang","31","2010-06-23T00:00:00","2010-06-23T00:00:00",0.99,4.5,253.8,0.57,0.555,"5","048.1"
"636",192,"Kaggefoss","Kraftverk","GLITRE ENERGI PRODUKSJON AS","979487223","Buskerud","06","Modum","23","1951-01-01T00:00:00","1951-01-01T00:00:00",85.5,586.8782,70,143,0.165,"1","012.CA4"
"637",193,"Kaldestad","Kraftverk","KVAM KRAFTVERK AS","979599684","Hordaland","12","Kvam","38","1936-01-01T00:00:00","1936-01-01T00:00:00",6.3,29.5336,596,1.2,1.457,"5","052.72Z"
"638",194,"Kaldestad","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Vaksdal","51","1964-11-05T00:00:00","1964-11-05T00:00:00",24,93.831,80,37.9,0.176,"5","061.C"
"639",990,"Kaldheim Bruk","Kraftverk","","","Hordaland","12","Etne","11","1995-01-01T00:00:00","1995-01-01T00:00:00",0.015,0.063,NA,NA,NA,"2","041.AA1A"
"640",1765,"Kaldsåni","Kraftverk","SMÅKRAFT AS","984616155","Aust-Agder","09","Bykle","41","2015-05-28T00:00:00","2015-05-28T00:00:00",2.8,6.29,204,1.664,0.467,"2","021.J8"
"641",195,"Kaldåga","Kraftverk","HELGELAND KRAFT VANNKRAFT AS","917424896","Nordland","18","Vefsn","24","1958-11-12T00:00:00","1958-11-12T00:00:00",15,71.9561,565,3.29,1.263,"4","152.2C"
"642",1813,"Kaldåna","Kraftverk","KALDÅNA KRAFT AS","911931931","Rogaland","11","Suldal","34","2014-12-17T00:00:00","2014-12-17T00:00:00",2.99,8.7,327.34,1.19,0.698,"2","037.5B"
"643",1085,"Kaldåni","Kraftverk","MÅKESTAD LARS","969164213","Hordaland","12","Ullensvang","31","2003-01-01T00:00:00","2003-01-01T00:00:00",0.054,0.3,190,0.011,NA,"5","048.21"
"644",886,"Kalsabø","Kraftverk","TORSTEIN MIKAL BRATLAND","980139131","Rogaland","11","Suldal","34","2000-01-01T00:00:00","2000-01-01T00:00:00",0.09,0.6,NA,NA,NA,"2","036.D1"
"645",196,"Kalvedalen","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Vang","45","1967-12-17T00:00:00","1967-12-17T00:00:00",19,73.6094,243.3,9.4,0.56,"1","012.LE1"
"646",1155,"Kalvåa","Kraftverk","","","Trøndelag","50","Selbu","32","2000-01-01T00:00:00","2000-01-01T00:00:00",0.28,0.8,NA,NA,NA,"3","123.D11Z"
"647",989,"Kambe Kraft","Kraftverk","KAMBE KRAFT ANS","982916844","Hordaland","12","Etne","11","2002-01-01T00:00:00","2002-01-01T00:00:00",0.05,0.25,NA,NA,NA,"2","041.A0"
"648",197,"Kammerfoss","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Kragerø","15","1958-01-01T00:00:00","1958-01-01T00:00:00",1.9,11.9877,6.4,36.45,0.016,"2","017.A0"
"649",1264,"Kanalen","Kraftverk","","","Sogn og Fjordane","14","Gaular","30","2005-01-01T00:00:00","2005-01-01T00:00:00",0.01,0.03,NA,NA,NA,"3","083.C4"
"650",1521,"Kandal","Kraftverk","KANDAL KRAFT AS","991892567","Sogn og Fjordane","14","Gloppen","45","2009-10-15T00:00:00","2009-10-15T00:00:00",4.8,18,206,3,0.444,"3","087.B13"
"651",1519,"Kangsliåga","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Hemnes","32","2010-06-01T00:00:00","2010-06-01T00:00:00",3.097,10,253.87,1.53,0.562,"4","155.4A0"
"652",1583,"Kanndalen","Kraftverk","SMÅKRAFT AS","984616155","Møre og Romsdal","15","Nesset","43","2012-01-18T00:00:00","2012-01-18T00:00:00",5.49,20.5,261,2.85,0.535,"3","104.3Z"
"653",1532,"Karstad","Kraftverk","KARSTAD MINIKRAFTVERK AS","992353732","Sogn og Fjordane","14","Førde","32","2009-04-01T00:00:00","2009-04-01T00:00:00",0.39,2.56,302,0.152,0.722,"3","083.E0"
"654",200,"Kastdalen","Pumpe","STATKRAFT ENERGI AS","987059729","Hordaland","12","Kvam","38","1969-01-01T00:00:00","1969-01-01T00:00:00",-1.6,-4.512,0,1,-0.278,"5","052.51A"
"655",1187,"Kaupanger","Kraftverk","KAUPANGER ENERGI AS","990784779","Sogn og Fjordane","14","Sogndal","20","1996-01-01T00:00:00","1996-01-01T00:00:00",0.055,0.38,NA,NA,NA,"5","077.1A"
"656",1493,"Kaupanger 3","Kraftverk","KAUPANGER ENERGI AS","990784779","Sogn og Fjordane","14","Sogndal","20","2010-04-12T00:00:00","2010-04-12T00:00:00",5.1,10.3,392,1.527,0.928,"5","077.1B"
"657",198,"Kildalen","Kraftverk","YMBER PRODUKSJON AS","914678412","Troms","19","Nordreisa - Ráisa - Raisi ","42","1960-09-18T00:00:00","1960-09-18T00:00:00",8.2,27.9129,193.69,4.3,0.419,"4","208.AA1"
"658",1126,"Kilsti","Kraftverk","","","Møre og Romsdal","15","Norddal","24","2004-01-01T00:00:00","2004-01-01T00:00:00",0.015,0.05,NA,NA,NA,"3","099.1A"
"659",1082,"Kinnali","Kraftverk","KINNALI KRAFT AS","993528315","Hordaland","12","Ullensvang","31","1995-01-01T00:00:00","1995-01-01T00:00:00",0.07,0.55,NA,NA,NA,"5","050.1AZ"
"660",1188,"Kinnali II","Kraftverk","KINNALI KRAFT AS","993528315","Hordaland","12","Ullensvang","31","1996-01-01T00:00:00","1996-01-01T00:00:00",0.099,0.8,NA,NA,NA,"5","050.1AZ"
"661",1723,"Kinnforsen","Kraftverk","SMÅKRAFT AS","984616155","Nordland","18","Vefsn","24","2014-08-15T00:00:00","2014-08-15T00:00:00",2.95,8.7,158,2.31,0.355,"4","155.3Z"
"662",752,"Kinso","Kraftverk","HARDANGER ENERGI AS","983502601","Hordaland","12","Ullensvang","31","1917-01-01T00:00:00","1917-01-01T00:00:00",4.1,21.1,111,4.35,0.262,"5","050.1B2"
"663",1409,"Kistafossen","Kraftverk","SMÅKRAFT AS","984616155","Nordland","18","Rødøy","36","2008-03-06T00:00:00","2008-03-06T00:00:00",1.6,6,NA,NA,NA,"4","159.52Z"
"664",199,"Kiste","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Siljan","11","1917-02-25T00:00:00","1917-02-25T00:00:00",5.87,21.2744,43,15,0.078,"2","015.4C"
"665",201,"Kistefoss I","Kraftverk","AS RANDSFJORD TREMASSE- & PAPIRFABRIKK","915297331","Oppland","05","Jevnaker","32","1942-01-01T00:00:00","1942-01-01T00:00:00",1.3999,3.4701,9,20.46,0.018,"1","012.EA6"
"666",202,"Kistefoss II","Kraftverk","AS RANDSFJORD TREMASSE- & PAPIRFABRIKK","915297331","Oppland","05","Jevnaker","32","1955-01-01T00:00:00","1955-01-01T00:00:00",4.2,23.7652,10.5,44.43,0.025,"1","012.EA6"
"667",1374,"Kittilsviken","Kraftverk","KITTILSVIKEN KRAFTVERK AS","989736744","Buskerud","06","Flå","15","2007-05-02T00:00:00","2007-05-02T00:00:00",1.9,6.8,160,1.5,0.352,"5","012.CB7B"
"668",203,"Kjela","Kraftverk","STATKRAFT ENERGI AS","987059729","Telemark","08","Vinje","34","1979-06-30T00:00:00","1979-06-30T00:00:00",62,282.345,174,41,0.419,"2","016.BEE2"
"669",980,"Kjeldebekken","Kraftverk","NIPO KRAFT AS","985479321","Hordaland","12","Lindås","63","1998-01-01T00:00:00","1998-01-01T00:00:00",0.285,1.55,80,0.5,NA,"5","064.4Z"
"670",1161,"Kjeldåga","Kraftverk","KJELDÅGA MINIKRAFTVERK STIAN KREKLING","921172214","Nordland","18","Beiarn","39","2004-01-26T00:00:00","2004-01-26T00:00:00",0.47,1.6,132,0.45,0.29,"4","161.F22"
"671",1742,"Kjensvatn","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Hemnes","32","2014-07-24T00:00:00","2014-07-24T00:00:00",14,65,70,22,0.177,"4","155.4E"
"672",816,"Kjetland","Kraftverk","KJETLAND KRAFT AS","982066948","Hordaland","12","Masfjorden","66","2004-01-01T00:00:00","2004-01-01T00:00:00",1.5,5,127,1.15,0.301,"5","067.2A"
"673",204,"Kjosfoss","Kraftverk","BANE NOR SF","917082308","Sogn og Fjordane","14","Aurland","21","1944-01-01T00:00:00","1944-01-01T00:00:00",4.2,25.0766,97.3,4.69,0.207,"5","072.2B"
"674",1484,"Kjærnes","Kraftverk","RUSTAD ENERGI AS","891671172","Trøndelag","50","Raarvikhe – Røyrvik","43","2009-12-07T00:00:00","2009-12-07T00:00:00",1,3.2,213,0.564,0.463,"4","307.3Z"
"675",1337,"Kjøljua","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Nordre Land","38","1990-02-15T00:00:00","1990-02-15T00:00:00",0.8,4,28,NA,NA,"1","012.EDAA"
"676",1639,"Kjølvik","Kraftverk","JOHANNES KJØLVIK","877374262","Rogaland","11","Suldal","34","2010-10-18T00:00:00","2010-10-18T00:00:00",0.34,0.9,160,0.24,0.394,"2","037.6Z"
"677",1873,"Kjørstad","Kraftverk","KJØRSTAD KRAFT AS","993846570","Sogn og Fjordane","14","Eid","43","2016-06-21T00:00:00","2016-06-21T00:00:00",2.5,7.65,208.6,1.47,0.472,"3","089.4Z"
"678",1485,"Kjøsnesfjorden","Kraftverk","KJØSNESFJORDEN KRAFTVERK AS","977024056","Sogn og Fjordane","14","Jølster","31","2010-04-17T00:00:00","2010-04-17T00:00:00",84,247,775.4,12,1.944,"3","084.E5"
"679",1061,"Kjøsstånå","Kraftverk","MIKROKRAFT AS","972415952","Rogaland","11","Hjelmeland","33","1997-01-01T00:00:00","1997-01-01T00:00:00",0.088,0.6,NA,NA,NA,"2","035.2A1"
"680",1514,"Kleiva","Kraftverk","Aktieselskabet Saudefaldene","915729290","Rogaland","11","Sauda","35","2009-12-22T00:00:00","2009-12-22T00:00:00",3.9,11,74,9,0.12,"2","037.DA"
"681",917,"Kleivafoss","Kraftverk","MJØLFJELL UNGDOMSHERBERGE AS","966915560","Hordaland","12","Voss","35","1946-01-01T00:00:00","1946-01-01T00:00:00",0.2,1,23,NA,NA,"5","062.FC2"
"682",889,"Kleivane","Kraftverk","KLEIVANE KRAFT AS","985638144","Rogaland","11","Suldal","34","2004-02-02T00:00:00","2004-02-02T00:00:00",0.986,3.9,NA,NA,NA,"2","036.A1A0"
"683",1535,"Kleivane","Kraftverk","KLEIVANE ENERGI DA","997676289","Hordaland","12","Samnanger","42","2008-04-17T00:00:00","2008-04-17T00:00:00",0.099,0.4,NA,NA,NA,"5","055.C4"
"684",205,"Klosterfoss","Kraftverk","SKIEN KRAFTPRODUKSJON AS","985316406","Telemark","08","Skien","06","1969-12-27T00:00:00","1969-12-27T00:00:00",10.5,92.117,5,240,0.012,"2","016.A2"
"685",826,"Klubbatjern","Pumpe","LYSE PRODUKSJON AS","980335216","Rogaland","11","Forsand","29","1999-01-01T00:00:00","1999-01-01T00:00:00",-0.2,0,0,0.4,-0.139,"2","031.221B"
"686",1733,"Kløvkraft","Kraftverk","KLØVKRAFT AS","897861712","Hordaland","12","Kvinnherad","24","2013-06-17T00:00:00","2013-06-17T00:00:00",1.389,4.89,222,0.84,0.459,"2","045.31Z"
"687",846,"Kløvtveit","Kraftverk","BKK PRODUKSJON AS","876944642","Sogn og Fjordane","14","Gulen","11","2006-03-22T00:00:00","2006-03-22T00:00:00",8.9,43.3466,384,2.6,0.951,"5","068.6Z"
"688",1596,"Knutfoss","Kraftverk","SMÅKRAFT AS","984616155","Trøndelag","50","Grong","45","2010-04-26T00:00:00","2010-04-26T00:00:00",4.85,16.5,60,9.9,0.136,"3","139.C1A"
"689",1111,"Koabekken","Kraftverk","","","Trøndelag","50","Inderøy","53","1999-01-01T00:00:00","1999-01-01T00:00:00",0.016,0.025,NA,NA,NA,"3","127.10"
"690",206,"Kobbelv","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Sørfold","45","1987-03-05T00:00:00","1987-03-05T00:00:00",300,749.7406,590,57.99,1.437,"4","167.B0"
"691",207,"Kobbholm","Kraftverk","TINFOS AS","916763476","Finnmark - Finnmárku","20","Sør-Varanger","30","2010-12-10T00:00:00","2010-12-10T00:00:00",3.2,16,112.5,3.2,0.278,"4","247.7Z"
"692",208,"Kolfossen","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Volda","19","1955-01-01T00:00:00","1955-01-01T00:00:00",2.7,14.4072,46,7,0.083,"3","094.4C"
"693",209,"Kolsvik","Kraftverk","HELGELAND KRAFT VANNKRAFT AS","917424896","Nordland","18","Bindal","11","1979-09-25T00:00:00","1979-09-25T00:00:00",128,549.0638,519,30.6,1.162,"4","144.61AB0"
"694",210,"Kongsfjord I","Kraftverk","PASVIK KRAFT AS","982795745","Finnmark - Finnmárku","20","Berlevåg","24","1946-12-22T00:00:00","1946-12-22T00:00:00",4.4,19.2604,70.5,7.28,0.167,"4","236.AA4Z"
"695",812,"Kongsfoss","Kraftverk","MODUM KRAFTPRODUKSJON KF","971030674","Buskerud","06","Modum","23","2004-05-01T00:00:00","2004-05-01T00:00:00",2.9,12.6808,14.65,22.5,0.036,"1","012.BZ"
"696",1090,"Kongsfossen","Kraftverk","LOFOTKRAFT PRODUKSJON AS","987081414","Nordland","18","Vågan","65","1948-01-01T00:00:00","1948-01-01T00:00:00",0.6,2.3,NA,NA,NA,"4","179.4C"
"697",211,"Kongsmarka","Kraftverk","LOFOTKRAFT PRODUKSJON AS","987081414","Nordland","18","Vågan","65","1920-01-01T00:00:00","1920-01-01T00:00:00",2.5,8.5197,196,1.5,0.462,"4","179.4B"
"698",212,"Kongsvinger","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Kongsvinger","02","1975-07-01T00:00:00","1975-07-01T00:00:00",42.7,191.5744,10.25,510,0.023,"1","002.F1"
"699",213,"Kopa","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Volda","19","1937-01-01T00:00:00","1937-01-01T00:00:00",2.6,16.1322,83.3,3.5,0.189,"3","094.4D"
"700",1144,"Koparvike","Kraftverk","KOPARVIKE KRAFT AS","984867301","Oppland","05","Sør-Aurdal","40","2003-09-09T00:00:00","2003-09-09T00:00:00",0.5,4.2,5.1,12.7,NA,"1","012.J20"
"701",924,"Krogseth","Kraftverk","","","Møre og Romsdal","15","Rauma","39","1997-01-01T00:00:00","1997-01-01T00:00:00",0.015,0.05,NA,NA,NA,"3","103.640"
"702",1580,"Krogstadelva","Kraftverk","NORDIC POWER AS","914341183","Troms","19","Bardu","22","2012-10-15T00:00:00","2012-10-15T00:00:00",4.7,10.8,208.5,3.08,0.424,"4","196.AB2Z"
"703",1416,"Kroka","Kraftverk","ODDBJØRN KROKA","990146225","Hordaland","12","Kvinnherad","24","2008-09-30T00:00:00","2008-09-30T00:00:00",0.47,2.2,125,0.5,0.278,"5","046.22Z"
"704",1474,"Krokevatn","Kraftverk","BKK PRODUKSJON AS","876944642","Sogn og Fjordane","14","Høyanger","16","2009-10-15T00:00:00","2009-10-15T00:00:00",3.3,13,78,5,0.183,"5","067.3DB2"
"705",216,"Krokvatn","Kraftverk","LOFOTKRAFT PRODUKSJON AS","987081414","Nordland","18","Moskenes","74","1951-01-01T00:00:00","1951-01-01T00:00:00",2,10.0594,344,0.8,0.694,"4","181.4Z"
"706",1183,"Krutlet","Kraftverk","","","Rogaland","11","Forsand","29","1999-01-01T00:00:00","1999-01-01T00:00:00",0.045,0.1,NA,NA,NA,"2","030.42Z"
"707",1269,"Krutvatnet","Kraftverk","","","Nordland","18","Hattfjelldal","26","2002-01-01T00:00:00","2002-01-01T00:00:00",0.01,0.08,NA,NA,NA,"4","155.D7A"
"708",1361,"Kråkenes","Kraftverk","KRÅKENES KRAFT AS","989993372","Sogn og Fjordane","14","Førde","32","2007-08-28T00:00:00","2007-08-28T00:00:00",2.16,9,294,0.83,0.702,"3","084.612Z"
"709",217,"Kuli","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Vest-Agder","10","Sirdal","46","1966-01-01T00:00:00","1966-01-01T00:00:00",6,20.4983,163.5,4.8,0.347,"2","026.DE"
"710",1772,"Kulu","Kraftverk","KULU KRAFTVERK AS","891936532","Buskerud","06","Ål","19","2014-06-16T00:00:00","2014-06-16T00:00:00",2.88,6.8,233.5,1.45,0.552,"5","012.CF422"
"711",1902,"Kupe","Kraftverk","KUPE KRAFTVERK AS","988228982","Sogn og Fjordane","14","Flora","01","2017-05-24T00:00:00","2017-05-24T00:00:00",3.2,11,323.9,1.15,0.773,"3","085.610"
"712",218,"Kuråsfoss","Kraftverk","REN RØROS STRØM AS","919884428","Trøndelag","50","Røros","25","1952-04-06T00:00:00","1952-04-06T00:00:00",10.6,55.9969,48,27.5,0.107,"1","002.R62"
